86043 silly lifecycle find-up@2.1.0~preinstall: no script for preinstall, continuing
86407 silly lifecycle strong-globalize@3.3.0~preinstall: no script for preinstall, continuing
86408 silly lifecycle loopback-component-explorer@5.2.0~preinstall: no script for preinstall, continuing
86409 silly lifecycle camelcase@4.1.0~preinstall: no script for preinstall, continuing
86410 silly lifecycle yargs-parser@8.1.0~preinstall: no script for preinstall, continuing
86411 silly lifecycle ansi-regex@3.0.0~preinstall: no script for preinstall, continuing
86412 silly lifecycle is-fullwidth-code-point@2.0.0~preinstall: no script for preinstall, continuing
86413 silly lifecycle os-locale@2.1.0~preinstall: no script for preinstall, continuing
86414 silly lifecycle strip-ansi@4.0.0~preinstall: no script for preinstall, continuing
86415 silly lifecycle string-width@2.1.1~preinstall: no script for preinstall, continuing
86416 silly lifecycle yargs@10.0.3~preinstall: no script for preinstall, continuing
86417 silly lifecycle composer-rest-server@0.19.1~preinstall: no script for preinstall, continuing
86418 silly doReverseSerial remove 0
86419 silly doSerial move 0
86420 silly doSerial finalize 939
86421 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@protobufjs/aspromise
86422 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@protobufjs/base64
86423 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@protobufjs/codegen
86424 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@protobufjs/eventemitter
86425 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@protobufjs/inquire
86426 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@protobufjs/fetch
86427 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@protobufjs/path
86428 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@protobufjs/pool
86429 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@protobufjs/utf8
86430 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@types/long
86431 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/@types/node
86432 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/a-sync-waterfall
86433 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/abbrev
86434 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/accepts/node_modules/mime
86435 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/accepts/node_modules/negotiator
86436 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/accepts
86437 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/acorn
86438 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/acorn-globals/node_modules/acorn
86439 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/acorn-globals
86440 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/acorn-jsx/node_modules/acorn
86441 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/acorn-jsx
86442 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/addressparser
86443 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/ajv-keywords
86444 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/amdefine
86445 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/ansi-escapes
86446 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/ansi-regex
86447 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/ansi-styles
86448 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/any-promise
86449 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/arr-flatten
86450 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/arr-diff
86451 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/array-flatten
86452 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/array-uniq
86453 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/array-union
86454 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/array-unique
86455 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/arrify
86456 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/asap
86457 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/asn1
86458 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/assert-plus
86459 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/async
86460 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/async-each
86461 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/asynckit
86462 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/aws-sign2
86463 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/aws4
86464 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/babel-runtime/node_modules/core-js
86465 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/balanced-match
86466 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/base64-js
86467 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/bcp47
86468 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/bcryptjs
86469 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/binary-extensions
86470 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/bluebird
86471 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/bn.js
86472 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/brorand
86473 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/browser-request
86474 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/btoa
86475 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/buffer-from
86476 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/buildmail/node_modules/punycode
86477 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/bytes
86478 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/callsite
86479 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/callsites
86480 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/caller-path
86481 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/camelcase
86482 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/camelize
86483 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/canonical-json
86484 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/caseless
86485 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/character-parser
86486 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/chardet
86487 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/charenc
86488 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/circular-json
86489 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cldrjs
86490 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cli-width
86491 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/clone
86492 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cloudant-follow/node_modules/ms
86493 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cloudant-follow/node_modules/debug
86494 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/co
86495 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/code-point-at
86496 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/color-name
86497 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/color-convert
86498 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/colors
86499 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/colour
86500 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/commondir
86501 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/compressible
86502 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/compression/node_modules/bytes
86503 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/concat-map
86504 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/brace-expansion
86505 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/connect-ensure-login
86506 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/connect-flash
86507 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/connect/node_modules/ms
86508 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/connect/node_modules/debug
86509 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/constantinople/node_modules/acorn
86510 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/constantinople
86511 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/content-disposition
86512 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/content-type
86513 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cookie
86514 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cookie-signature
86515 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cookie-parser
86516 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/core-js
86517 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/core-util-is
86518 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/crc
86519 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/crypt
86520 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/css-parse
86521 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/css-stringify
86522 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/css
86523 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/csv-generate
86524 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/csv-parse
86525 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/cycle
86526 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/dashdash
86527 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/dashify
86528 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/content-security-policy-builder
86529 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/decamelize
86530 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/deep-equal
86531 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/deep-extend
86532 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/deep-is
86533 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/delayed-stream
86534 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/combined-stream
86535 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/depd
86536 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/destroy
86537 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/detect-node
86538 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/dns-prefetch-control
86539 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/dom-serializer/node_modules/domelementtype
86540 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/domelementtype
86541 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/domhandler
86542 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/dont-sniff-mimetype
86543 silly finalize /usr/local/lib/node_modules/composer-rest-server/node_modules/duplex
